
IJECE_CUSTOM_1688547539.761665;0.8268675804138184;0.41229248046875;0.8660069108009338; 0.7759280204772949; 0.818496537489842;32-relu |32-relu |16-relu |;0.001; 100; 8;
IJECE_DEFAULT_1688547539.761665;0.7326145768165588;0.5408886075019836;0.761182427406311; 0.6827349662780762; 0.7198276870682331;32-relu |32-relu |;0.001; 100; 8;
IJECE_CUSTOM_1691222112.515552;0.8404915928840637;0.3491624593734741;0.8939424157142639; 0.774884819984436; 0.8301667099616583;32-relu |32-relu |16-relu |;0.001; 100; 8;
IJECE_DEFAULT_1691222112.515552;0.8460462093353271;0.340523362159729;0.9005921483039856; 0.7801008224487305; 0.8360273860943949;32-relu |32-relu |16-relu |;0.001; 100; 8;
IJECE_CUSTOM_1691225904.23287;0.8491077423095703;0.3402406871318817;0.9041047692298889; 0.7831435203552246; 0.8392882021160594;32-relu |32-relu |;0.001; 100; 8;
IJECE_DEFAULT_1691225904.23287;0.745648205280304;0.5270892977714539;0.7875233888626099; 0.6771277189254761; 0.7281651078068947;32-relu |32-relu |;0.001; 100; 8;
IJECE_CUSTOM_1691229422.611906;0.8447559475898743;0.35639169812202454;0.9128043055534363; 0.7644527554512024; 0.832067764436874;32-relu |32-relu |;0.001; 100; 16;
IJECE_DEFAULT_1691229422.611906;0.8493483066558838;0.3335529863834381;0.9052144885063171; 0.7824915051460266; 0.8393910435293607;32-relu |32-relu |;0.001; 100; 16;
IJECE_CUSTOM_1691236156.477979;0.860763669013977;0.30733048915863037;0.9149583578109741; 0.7973572015762329; 0.8521193792153945;32-relu |32-relu |;0.001; 100; 16;
IJECE_DEFAULT_1691236156.477979;0.8666025400161743;0.30114519596099854;0.9135113954544067; 0.8117012977600098; 0.8596022833884204;32-relu |32-relu |;0.001; 100; 16;
IJECE_CUSTOM_1692006518.537189;0.8697734475135803;0.29231977462768555;0.9142413139343262; 0.8178735971450806; 0.8633767047477755;16-relu |16-relu |;0.001; 100; 16;
IJECE_DEFAULT_1692006518.537189;0.8645250201225281;0.30333200097084045;0.9148610830307007; 0.8057028651237488; 0.8568192964623059;16-relu |16-relu |;0.001; 100; 16;
IJECE_CUSTOM_1692008887.062349;0.8671273589134216;0.30512571334838867;0.9139769077301025; 0.8123533129692078; 0.8601739807012547;16-relu |16-relu |;0.001; 100; 16;
IJECE_DEFAULT_1692008887.062349;0.7791506052017212;0.502993643283844;0.8123517632484436; 0.7295488119125366; 0.7687269507258356;16-relu |16-relu |;0.001; 100; 16;
IJECE_CUSTOM_1692011876.988308;0.8549903631210327;0.33773505687713623;0.9144100546836853; 0.7852734327316284; 0.8449360458960755;8-relu |8-relu |;0.001; 100; 16;
IJECE_DEFAULT_1692011876.988308;0.5035864114761353;0.6931219696998596;0.503347635269165; 0.9999565482139587; 0.6696259738321461;8-relu |8-relu |;0.001; 100; 16;
IJECE_CUSTOM_1692117633.175381;0.7924466133117676;0.4175035357475281;0.7666837573051453; 0.8444318771362305; 0.8036818593415488;8-relu |8-relu |;0.001; 100; 16;
IJECE_DEFAULT_1692117633.175381;0.8631691932678223;0.3076746165752411;0.9240038394927979; 0.7932713031768799; 0.8536613751427065;8-relu |8-relu |;0.001; 100; 16;
IJECE_CUSTOM_1692120054.02869;0.8600638508796692;0.32624590396881104;0.9069744348526001; 0.8043553829193115; 0.8525881583641314;8-relu |8-relu |;0.001; 100; 16;
IJECE_DEFAULT_1692120663.149388;0.8493701815605164;0.37564656138420105;0.8593917489051819; 0.8376510739326477; 0.8483821524261832;8-relu |8-relu |;0.001; 100; 16;
